mol_id,smiles,pred_lambda,pred_phi,dist_lambda,score_lambda,score_phi,combined_score
968,C[Si](C)(C)[Si](c1cc2sc3cc([Si]([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C)sc3c2s1)([Si](C)(C)C)[Si](C)(C)C,369.61206,0.5507489,430.38794,9.499473e-06,0.5507489,5.231824e-06
2288,CC(C)(C)c1ccc2oc3nc4oc5ccc(N6c7ccccc7Oc7ccccc76)cc5c4cc3c2c1,383.97546,0.29946336,416.02454,1.7445896e-05,0.29946336,5.224407e-06
953,C[Si]1(C)c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2C=Cc2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc21,386.11218,0.27399468,413.88782,1.9063385e-05,0.27399468,5.2232663e-06
5099,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(-c2nc(-c3ccccc3)nc(-c3ccccc3)n2)c2c1c1ccccc1n2-c1ccccc1,386.7732,0.2665352,413.2268,1.9591693e-05,0.2665352,5.2218757e-06
3011,CCC1(CC)c2cc(C=Cc3cccs3)ccc2-c2c1c1c(c3c2C(CC)(CC)c2cc(C=Cc4cccs4)ccc2-3)C(CC)(CC)c2cc(C=Cc3cccs3)ccc2-1,387.84106,0.25469622,412.15894,2.0474412e-05,0.25469622,5.214755e-06
6206,CC(C)n1c2cc(O)c(F)cc2c(=O)c2cc(F)c(O)cc21,388.26602,0.25011575,411.73398,2.0835983e-05,0.25011575,5.211408e-06
3545,CCCCn1c2ccc(-c3ccc4c(c3)c3c5c(ccc6ccc7ccccc7c65)ccc3n4CCCC)cc2c2c3c(ccc4ccc5ccccc5c43)ccc21,389.16132,0.24085373,410.83868,2.1617536e-05,0.24085373,5.206664e-06
3376,CCOC(=O)CSc1nc(-c2ccc(OC)cc2)c(C)c(C#N)c1C#N,391.53082,0.21785943,408.46918,2.382112e-05,0.21785943,5.1896554e-06
6224,C1=C(c2ccccc2)SC23C1=C(c1ccccc1)C(c1ccccc12)c1ccccc13,389.42285,0.2374646,410.57715,2.1850987e-05,0.2374646,5.188836e-06
3570,COc1ccc(C=Cc2ncc(-c3ccccc3)o2)cc1OC,388.71356,0.24448423,411.28644,2.1223283e-05,0.24448423,5.1887578e-06
6840,COc1cc(C)c(-c2cc(-c3c(C)cc(OC)cc3C)c3ccc4c(-c5c(C)cc(OC)cc5C)cc(-c5c(C)cc(OC)cc5C)c5ccc2c3c54)c(C)c1,382.93704,0.31046948,417.06296,1.6707365e-05,0.31046948,5.187127e-06
5102,Cc1cc(N2c3ccccc3C(C)(C)c3ccccc32)ccc1-c1cc(-c2ccc(N3c4ccccc4C(C)(C)c4ccccc43)cc2C)ncn1,385.60532,0.2771192,414.39468,1.8667391e-05,0.2771192,5.173092e-06
352,C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,389.3228,0.23754346,410.6772,2.1761396e-05,0.23754346,5.1692773e-06
1994,C(=Cc1ccc2ccccc2c1)c1ccc(Nc2ccccc2)cc1,388.27283,0.24789089,411.72717,2.0841826e-05,0.24789089,5.166499e-06
4631,COc1ccc(-c2cc3c(ccc4sc(C=Cc5cccs5)cc43)s2)cc1,390.5018,0.22611773,409.4982,2.2839375e-05,0.22611773,5.1643874e-06
5544,F[B-]1(F)OC(c2ccccc2)=Cc2cc(Cl)nc[n+]21,387.73145,0.2531726,412.26855,2.0382106e-05,0.2531726,5.160191e-06
2253,FC(F)(F)c1cc2n(n1)[B-]1(c3ccccc3-c3ccccc31)[n+]1ccc3ccccc3c1-2,389.58075,0.23457913,410.41925,2.1993064e-05,0.23457913,5.159114e-06
494,c1cc2ccc3cccc4c(-c5cc(-c6nccs6)nc(-c6nccs6)c5)cc(c1)c2c34,381.86362,0.32269323,418.13638,1.5974985e-05,0.32269323,5.1550196e-06
1364,CN(C)c1ccc(C=Cc2ccc(-c3nc(C#N)c(C#N)n3C)cc2)cc1,389.90405,0.2309268,410.09595,2.2286718e-05,0.2309268,5.1466004e-06
2930,N#Cc1ccc2cc(C#N)c3ccc4ccccc4c3c2c1,391.05573,0.22020642,408.94427,2.336303e-05,0.22020642,5.1446896e-06
1265,F[B-]1(F)N2C(=Nc3cccc4cccc2c34)c2cccc[n+]21,379.07446,0.36187172,420.92554,1.4210913e-05,0.36187172,5.1425277e-06
612,CCCCCCN1C(=O)c2cccc3cc(N=Cc4ccc(N(c5ccccc5)c5ccccc5)cc4)cc(c23)C1=O,385.5547,0.27579087,414.4453,1.8628247e-05,0.27579087,5.1375005e-06
3961,CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1cc(C)ccc12,385.74683,0.2735944,414.25317,1.8777164e-05,0.2735944,5.137327e-06
5063,c1ccc(-c2nc(-c3ccccc3)nc(-c3ccc(-n4c5ccc(-c6ccc7sc8ccccc8c7c6)cc5c5cc(-c6ccc7sc8ccccc8c7c6)ccc54)cc3)n2)cc1,384.2314,0.29127538,415.7686,1.76326e-05,0.29127538,5.135942e-06
4856,N#CC(=Cc1cc(C=C(C#N)c2ccc(C(F)(F)F)cc2)c(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1-c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccc(C(F)(F)F)cc1,387.8156,0.2509299,412.1844,2.0452944e-05,0.2509299,5.132255e-06
2508,CNc1ncc2nc(C#N)n(Cc3ccccc3)c2n1,389.76425,0.23105885,410.23575,2.2159282e-05,0.23105885,5.120098e-06
1813,F[B-]1(F)OC(c2ccccc2)=CC(c2ccccc2)=[O+]1,389.2212,0.23597673,410.7788,2.1670749e-05,0.23597673,5.113792e-06
349,CN(C)c1ccc(-c2nc3c(c4c2-c2ccc(C#N)cc2CC4)-c2ccc(C#N)cc2CC3)cc1,384.1363,0.2910921,415.8637,1.7563003e-05,0.2910921,5.112451e-06
6470,COc1cc2c(cc1OC)C1=CC(c3ccc(C)cc3)C3(C(C#N)=C(C#N)N1CC2)c1ccccc1-c1ccccc13,379.4677,0.35357523,420.5323,1.4447992e-05,0.35357523,5.108452e-06
596,CC1CC=C(c2ccc(-c3ccc(C=O)s3)s2)CC1,376.36542,0.4030073,423.63458,1.26747545e-05,0.4030073,5.1080187e-06
2776,COc1ccc(C#Cc2ccc(C#Cc3ccc(C#Cc4ccccc4C#N)cc3C#N)cc2C#N)cc1,391.06207,0.2184194,408.93793,2.3369068e-05,0.2184194,5.104258e-06
2966,O=P1(c2ccccc2)C(c2ccc(C3=Cc4ccccc4P3(=O)c3ccccc3)cc2)=Cc2ccccc21,391.60156,0.21326725,408.39844,2.3890032e-05,0.21326725,5.0949616e-06
4663,CCCCCCNC(=O)c1sc(-c2ccc(-c3cc(-c4ccc(C(C)(C)C)cc4)c(C(=O)NCCCCCC)s3)s2)cc1-c1ccc(C(C)(C)C)cc1,386.55334,0.26240993,413.44666,1.9414458e-05,0.26240993,5.0945464e-06
2006,C[NH+](C)c1c2ccccc2cc2ccccc12,384.0573,0.29073435,415.9427,1.7505412e-05,0.29073435,5.0894246e-06
5073,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(S(=O)(=O)c2ccc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)cn2)nc1,374.72696,0.4300899,425.27304,1.1823243e-05,0.4300899,5.085057e-06
1725,CC(=O)OCC1OC(n2cnc3c2N=CN2Cc4c[n+](C)c(C)nc4N=C32)C(O)C1O,387.2944,0.25395328,412.7056,2.0017964e-05,0.25395328,5.0836275e-06
2336,FC(F)(F)c1ccc(B2c3ccccc3Nc3ccccc32)c(C(F)(F)F)c1,385.47528,0.2737789,414.52472,1.8567041e-05,0.2737789,5.083264e-06
1313,Cc1ccc2nc3c(=O)[nH]c(=O)[nH]c3nc2c1,388.5432,0.24096233,411.4568,2.1075079e-05,0.24096233,5.0783e-06
3680,C[Si](C)(C)[Si](C)(C)c1cccc2cc3ccccc3cc12,385.41672,0.27366805,414.58328,1.8522032e-05,0.27366805,5.0688886e-06
602,N#Cc1ccc(-c2ccc(C3=CCC(c4ccccc4)CC3)s2)s1,389.29953,0.23297434,410.70047,2.174061e-05,0.23297434,5.065004e-06
2852,COc1ccc(NC(=O)C(C(=O)Nc2ccc(OC)cc2)C(c2cc(F)ccc2O)c2c[nH]c3ccc(OC)cc23)cc1,387.14838,0.25438377,412.85162,1.9897654e-05,0.25438377,5.0616404e-06
2247,c1ccc(-n2c(-c3cccc4ccccc34)nc3c4cccc5ccc6cccc(c6c54)c32)cc1,387.76944,0.2477442,412.23056,2.0414067e-05,0.2477442,5.0574668e-06
591,CC1CC=C(c2ccc(-c3cccs3)s2)CC1,373.60217,0.4481497,426.39783,1.127029e-05,0.4481497,5.0507774e-06
4347,CC(=O)OCCN1C(=O)c2cccc3c(Oc4ccc(C#N)cc4)ccc(c23)C1=O,385.54004,0.27124572,414.45996,1.8616953e-05,0.27124572,5.049769e-06
306,CN(C)c1ccc(C=Cc2nc(N3CCOCC3)c3c([n+]2[O-])CCCC3)cc1,388.78418,0.23668522,411.21582,2.1285005e-05,0.23668522,5.0378458e-06
4216,CCN(CC)c1ccc(C=NNc2ccc(C#N)cc2)c(O)c1,388.54907,0.2383311,411.45093,2.1080165e-05,0.2383311,5.0240587e-06
2275,c1ccc(N(c2ccccc2)c2ccc(-c3ccc4c(c3)C3(c5cc(-c6ccc(N(c7ccccc7)c7ccccc7)cc6)ccc5S4)c4ccccc4-c4ccccc43)cc2)cc1,391.9984,0.20690095,408.0016,2.4280182e-05,0.20690095,5.0235926e-06
5066,COc1ccc(-c2ccc3c(c2)c2cc(-c4ccc(OC)cc4)ccc2n3-c2ccc(C(=O)c3ccc4sc5ccccc5c4c3)nc2)cc1,378.54803,0.36117485,421.45197,1.3899283e-05,0.36117485,5.0200715e-06
5098,c1ccc(-c2nc(-c3ccccc3)nc(-c3ccc(-n4c5ccccc5c5cc(-n6c7ccccc7c7ccccc76)ccc54)c4c5ccccc5n(-c5ccccc5)c34)n2)cc1,383.42017,0.2942751,416.57983,1.7047225e-05,0.2942751,5.016574e-06
730,Cc1ccc2-c3ccc(C=Cc4ccc(Br)n4C)cn3->[Zn+2]<-n2c1,389.30545,0.23007606,410.69455,2.1745878e-05,0.23007606,5.003206e-06
2539,c1ccc(N(c2ccccc2)c2ccc(-c3ncnc4ccccc34)cc2)cc1,390.3451,0.2204207,409.6549,2.2693277e-05,0.2204207,5.002068e-06
6212,CCN(CC)c1cc2sc3cc(N(CC)CC)c(F)cc3c(=O)c2cc1F,391.32434,0.21173157,408.67566,2.3620983e-05,0.21173157,5.0013077e-06
5765,CC(=O)c1c(NC(CS)C(=O)O)c2ccc(N(C)C)cc2oc1=O,389.93015,0.22402622,410.06985,2.23106e-05,0.22402622,4.9981595e-06
639,N#Cc1cc(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)cc1C#N,388.8884,0.23367205,411.1116,2.1376403e-05,0.23367205,4.995068e-06
6613,COC(=O)C1=C(C(=O)OC)C2=CC3c4ccccc4C2([Se]1)c1ccccc13,379.6599,0.34279978,420.3401,1.4565211e-05,0.34279978,4.9929513e-06
687,c1ccc(-c2cn3ccc[n+]3[n-]2)cc1,386.199,0.26051626,413.801,1.9131994e-05,0.26051626,4.9841956e-06
